Idx,numbers,categorys,times,dates
25501,14,14,2,11
25509,11,11,1,55
2551,9,9,1,23
25511,30,14,3,113
25513,12,12,1,7
25516,11,11,2,41
25517,15,13,1,18
25518,12,12,1,10
25521,13,13,2,6
25532,16,16,2,2
25535,11,11,1,8
2554,12,11,1,1
25545,17,15,2,495
25546,12,12,1,14
25547,16,12,3,146
25548,13,13,2,10
25554,12,12,1,2
25555,12,12,1,2
25556,12,12,1,2
2556,12,11,2,3
25561,13,12,1,5
25563,13,12,1,6
2557,21,14,3,395
25573,15,13,1,7
25576,18,13,3,200
25577,12,12,1,5
25581,12,12,1,8
25586,12,12,1,9
25587,13,13,2,2
2559,14,11,3,1
25590,14,13,1,7
25592,12,12,1,6
25598,13,13,2,6
25601,15,14,2,5
25608,12,12,1,2
25613,14,13,1,2
25618,20,15,1,6
25620,12,12,1,6
25627,12,12,1,5
25628,12,12,1,6
25629,12,12,1,2
2563,11,11,1,2
25630,12,12,1,6
25631,13,10,2,579
25638,9,9,1,70
25641,11,11,1,8
25647,12,12,1,6
25649,12,12,1,7
25655,12,12,1,6
25658,12,12,1,5
25659,12,12,1,14
2566,12,11,2,2
25662,13,13,1,13
25671,12,12,1,9
25673,12,12,1,6
25675,12,12,1,8
25677,12,12,1,9
2568,12,11,2,2
25686,12,12,1,5
25687,13,13,1,6
25691,12,12,1,6
25697,12,12,1,6
25699,12,12,1,6
25708,15,15,1,2
25712,14,13,2,5
25715,12,12,1,8
25717,12,12,1,9
25718,14,12,1,6
2572,13,11,2,6
25720,15,14,2,6
25722,12,12,1,6
25727,12,12,1,7
25732,13,13,1,21
25739,24,12,1,6
25742,13,13,2,3
25744,12,12,1,5
25746,19,16,3,9
25748,10,10,1,50
25754,13,13,1,8
25755,12,12,1,15
25757,14,11,2,130
25759,12,12,1,6
25760,12,12,1,7
25761,14,13,2,7
25772,15,10,5,3
25778,12,12,1,10
25781,19,14,2,0
25783,16,14,2,6
25784,12,12,1,5
25789,12,12,1,8
2579,11,11,1,3
25790,14,14,1,14
25791,24,12,1,12
25796,23,18,2,550
25797,13,13,1,5
258,18,14,2,353
25811,22,19,2,24
25812,13,12,2,5
25816,12,12,1,14
25818,14,14,2,7
25822,12,12,1,12
25824,14,13,2,6
2583,18,12,2,0
25835,12,12,1,13
25840,12,12,1,8
25847,12,12,1,12
25848,12,12,1,6
25849,12,12,1,2
25852,12,12,1,6
25858,12,12,1,6
25861,11,11,1,5
25866,17,17,1,23
25867,13,13,1,6
25871,13,13,1,13
25874,14,13,1,5
25880,12,12,1,6
25882,11,11,1,142
25885,12,12,1,6
25890,12,12,1,12
25891,12,12,1,6
25899,13,13,2,3
25907,12,12,1,9
2591,11,11,1,6
25915,14,13,1,7
25917,14,14,1,13
25919,12,12,1,7
25922,12,12,1,10
25923,12,12,1,5
25926,12,12,1,7
25927,13,12,1,5
25929,25,13,1,11
2593,19,12,3,5
25930,12,12,1,7
25934,12,12,1,6
25935,12,12,1,6
25936,14,14,1,11
25937,13,13,1,6
25938,13,13,1,6
25942,11,11,1,266
25943,12,12,1,8
25945,26,14,5,4
25949,12,12,1,6
25951,12,12,1,7
25952,19,14,2,8
25960,17,15,2,3
25973,12,12,1,7
25983,12,12,1,6
25989,12,12,1,6
25990,13,13,1,17
25996,9,9,1,70
260,12,11,2,5
2600,11,8,2,2
26006,16,13,2,4
26015,12,12,1,25
26017,15,13,1,6
26020,13,13,1,13
26024,12,12,1,7
26025,12,12,1,12
26029,12,12,1,6
26034,12,12,1,6
26043,12,12,1,13
26046,12,12,1,7
26051,15,13,1,12
26052,12,12,1,13
26058,14,14,2,8
2606,12,11,2,6
26065,12,12,1,7
26066,12,12,1,5
26070,12,12,1,6
2608,16,12,2,2
26080,12,12,1,9
26082,14,14,2,4
26084,25,19,3,6
26085,33,26,4,135
26086,12,12,1,7
26096,12,12,1,12
26097,12,12,1,14
261,14,12,2,28
2610,12,11,2,8
26101,13,13,1,12
26103,13,13,1,8
26104,12,12,1,8
26106,11,11,2,11
26107,12,12,1,12
26109,12,12,1,7
2611,13,12,2,23
26111,14,13,2,93
26114,15,15,2,6
26116,12,12,1,7
26117,12,12,1,8
26121,12,12,1,6
26122,12,12,1,6
26127,12,12,1,6
26128,16,13,1,5
2613,11,11,1,5
26134,12,12,1,6
26139,13,13,1,7
26141,12,12,1,11
26143,12,12,1,6
26148,12,12,1,7
26150,12,12,1,8
26152,30,19,2,7
26153,12,12,1,12
26154,13,13,1,6
26158,11,11,1,13
2616,13,11,2,1
26160,12,12,1,8
26172,9,9,1,57
26174,15,14,2,5
26180,12,12,1,9
26190,10,10,1,39
26193,12,12,1,7
26196,12,12,1,7
26197,14,13,1,7
26199,11,11,1,5
262,11,8,2,9
26200,12,12,1,13
26201,15,14,1,5
26204,12,12,1,13
26213,12,12,1,4
26225,27,20,3,67
26228,14,13,1,7
2623,16,13,4,0
26233,13,13,1,6
26247,12,12,1,4
26249,13,13,1,7
26253,12,12,1,7
26255,15,15,1,12
26258,19,14,1,28
26262,13,13,1,10
26267,12,12,1,14
26269,12,12,1,25
2627,13,11,2,1
26271,12,12,1,4
26284,12,12,1,5
26286,16,14,2,3
26294,10,10,1,34
26300,12,12,1,6
26312,12,12,1,6
26313,12,12,1,7
26314,14,13,2,1
26315,12,12,1,7
26319,12,12,1,10
26320,12,12,1,4
26329,13,13,1,5
2633,11,11,1,12
26336,12,12,2,6
26338,12,12,1,5
26339,12,12,1,6
26344,14,13,1,5
26345,16,13,1,5
26346,13,13,2,7
2636,12,12,1,2
26366,12,12,1,6
26368,12,12,1,7
26371,9,9,1,29
26373,16,13,1,5
26376,10,10,2,3
2638,16,14,2,2
26381,14,13,1,6
26385,14,13,1,10
26394,23,12,2,3
26396,24,12,1,7
26397,12,12,1,11
26398,23,15,2,3
26400,8,8,1,56
26407,12,12,1,15
26413,12,12,1,6
26414,13,13,1,7
26417,12,12,1,24
26420,13,12,2,6
26422,30,14,3,3
26423,18,15,2,6
26426,12,12,1,5
26428,12,12,1,7
26430,12,12,1,7
26432,12,12,1,15
26434,12,12,1,14
26435,12,12,1,13
26437,12,12,1,5
2644,11,11,1,2
26442,15,15,2,11
26447,22,19,2,7
26452,12,12,1,6
26455,16,16,3,4
26456,12,12,1,6
26458,12,12,1,7
26459,12,12,1,13
26461,13,13,1,7
26474,13,9,2,11
26476,12,12,1,13
26480,19,14,2,40
26486,15,13,1,4
26489,12,12,1,21
26490,12,12,1,6
26491,13,13,1,11
26492,12,12,1,6
26503,13,13,2,13
26505,12,12,1,8
26508,14,14,2,7
26509,13,13,1,10
2651,17,12,2,2
26510,13,13,2,8
26513,12,12,1,6
26514,12,12,1,6
26515,12,12,1,6
26516,13,12,1,7
26518,12,12,1,8
26519,13,12,2,7
2652,11,11,1,7
26521,12,12,1,7
26522,12,12,1,6
26528,13,13,1,12
26529,12,12,1,5
26534,13,13,1,11
26538,12,12,1,5
26539,12,12,1,11
26540,12,12,1,5
26543,12,12,1,5
26546,21,16,5,5
26547,15,13,1,6
26549,14,13,1,5
2655,12,12,2,7
26550,12,12,1,7
26554,12,12,1,9
26557,12,12,1,6
26559,12,12,1,13
26560,12,12,1,5
26563,12,12,1,6
26568,15,13,2,6
26576,14,13,1,9
26582,12,12,1,5
26583,12,12,1,13
26588,12,12,1,4
26598,14,13,2,5
266,15,11,3,28
2660,15,13,5,42
26601,14,13,2,6
26602,17,13,2,33
26606,13,13,2,4
26608,12,12,1,6
26609,22,18,2,10
26623,13,12,1,6
26624,12,12,1,5
26625,14,13,1,10
26626,13,10,1,5
26629,13,13,1,11
26632,12,12,1,12
26635,12,12,1,10
26639,12,12,1,5
26640,13,13,1,5
26641,12,12,1,7
26643,13,13,1,10
26644,14,14,2,13
26648,12,12,1,7
2665,15,13,3,18
26650,13,13,1,13
26654,12,12,2,23
26661,12,12,1,6
26664,12,12,1,8
26666,12,12,1,6
26673,12,12,1,5
26676,10,10,1,34
26679,12,12,1,6
26693,15,15,1,5
26695,13,13,1,6
26697,9,9,1,86
26700,12,12,1,6
26701,12,12,1,7
2671,13,11,1,1
26710,12,12,1,5
26711,12,12,1,12
26712,25,17,3,13
26718,12,12,1,10
26719,11,8,1,10
26722,15,11,2,5
26723,12,12,1,6
26729,12,12,1,4
2673,14,12,3,11
26733,12,12,1,12
26735,12,12,1,11
26737,12,12,1,6
26740,12,12,1,16
26742,12,12,1,9
26745,12,12,1,11
26749,12,12,1,10
26757,12,12,1,7
26759,8,8,1,36
26767,15,15,3,6
26771,12,12,1,9
26772,13,13,1,4
26773,12,11,3,172
26775,12,12,1,7
26789,12,12,1,9
2679,21,17,3,1
26796,12,12,1,7
26797,12,12,1,6
26804,12,12,1,9
26809,12,12,1,4
26812,12,12,1,8
26813,16,13,4,15
26815,12,12,1,5
26818,13,13,1,5
2682,12,11,1,9
26826,15,14,2,5
2683,11,11,1,6
26839,18,16,3,16
26841,12,12,1,5
26846,12,12,1,5
26848,12,12,1,5
26851,12,12,1,6
26853,12,12,1,5
26854,13,13,2,2
26857,12,12,1,6
26858,12,12,1,8
26864,12,12,1,8
26866,14,12,1,13
26872,20,18,3,141
26884,12,12,1,4
26887,12,12,1,8
26888,12,12,1,3
26889,14,11,1,10
26902,13,13,1,5
26906,12,12,1,5
26909,12,12,1,8
26911,9,9,1,37
26924,12,12,1,5
26926,13,12,2,5
26927,13,13,2,6
26928,16,16,2,3
26929,12,12,1,9
2693,16,12,3,23
26931,11,10,3,5
26935,24,12,1,6
26941,12,12,1,16
26948,13,13,1,5
2696,12,12,2,2
26960,12,12,1,10
26962,12,12,1,5
26964,14,13,1,8
26974,12,12,1,6
26979,12,12,1,6
2698,22,15,2,3
26982,12,12,1,5
26984,11,11,1,6
26989,19,14,3,3
2699,11,11,1,4
27001,9,9,1,60
27004,12,12,1,4
27005,12,12,1,9
27006,12,12,1,9
27007,13,12,1,9
27017,7,5,1,2
27021,13,13,1,5
27022,12,12,1,11
27026,12,12,1,9
2703,12,11,1,4
27032,12,12,1,10
27033,13,13,2,9
27035,14,13,1,10
27036,13,12,1,3
27037,17,15,2,4
27041,12,12,1,9
27046,12,12,1,3
2705,11,11,1,1
27051,13,12,2,8
27052,12,12,1,11
27054,12,12,1,10
27057,12,12,1,5
27058,30,18,4,66
27060,28,17,3,3
27062,12,12,1,6
27067,12,12,1,9
27068,12,12,1,8
27074,12,12,1,10
27086,17,16,3,9
27088,12,12,1,8
27096,12,12,1,11
27097,12,12,1,5
27108,12,12,1,5
27118,12,12,2,24
27119,12,12,1,7
27120,12,12,1,10
27127,12,12,1,8
27132,20,16,2,275
27134,9,9,1,112
27137,12,12,1,13
2714,13,11,2,0
27141,15,14,2,4
27145,13,13,1,7
27147,14,13,2,14
27150,12,12,1,12
27158,12,12,1,5
27161,18,15,1,330
27168,18,15,4,20
27170,9,9,1,46
27174,12,12,1,4
27177,12,12,1,7
27184,12,12,1,5
27189,14,12,3,0
2719,14,14,2,12
27195,12,12,1,5
27196,16,15,3,8
27197,13,13,2,10
27202,13,13,2,0
27203,12,12,1,9
27209,12,12,1,5
27210,12,12,1,7
27212,13,13,1,7
27217,14,14,1,7
27218,12,12,1,11
27219,12,12,1,7
27223,14,13,3,5
27227,14,13,1,9
27229,15,13,2,3
27231,79,16,4,4
27233,12,12,1,14
27234,12,12,1,15
27236,14,13,3,41
27238,12,12,1,3
27250,12,12,1,4
27251,12,12,1,6
27254,12,12,1,6
27260,12,12,1,9
27262,12,12,1,4
27265,11,11,1,4
27267,12,12,1,6
27268,12,12,1,10
27269,12,12,1,10
2727,11,11,1,1
27271,13,13,1,4
27273,12,12,1,5
27275,13,13,1,10
27285,12,12,1,9
27289,12,12,1,5
27290,12,12,1,9
27292,12,12,1,5
27296,11,10,2,32
27297,13,13,2,8
273,14,14,2,7
2730,15,13,2,0
27306,9,9,1,102
27308,12,12,1,8
27309,15,13,1,7
27310,16,15,1,10
27311,12,12,1,5
27316,25,13,1,5
2732,25,15,4,30
27321,12,12,1,24
27324,12,12,1,5
27326,13,13,1,5
27332,15,13,2,7
27333,13,13,1,7
27338,12,12,1,15
27339,12,12,1,7
27344,12,12,1,7
27345,15,13,2,4
27350,14,13,1,5
27352,13,13,2,0
27359,12,12,1,6
2737,13,11,2,0
27370,25,13,2,6
27377,13,13,2,7
27379,14,13,1,10
2738,11,11,1,4
27387,12,12,1,3
27395,12,12,1,9
27396,14,13,2,4
274,12,11,2,0
27401,12,12,1,5
27404,12,12,1,8
27408,12,12,1,11
27409,12,12,1,14
2741,13,11,3,0
27410,12,12,1,9
27419,88,21,8,362
27421,13,13,1,10
27422,12,12,1,8
27425,11,11,1,14
27426,12,12,1,8
27439,12,12,1,11
27448,13,13,2,8
27449,14,14,2,7
27450,12,12,1,10
27453,12,12,1,8
27456,15,15,2,3
27457,13,12,1,15
27460,12,12,1,7
27461,14,13,1,5
27462,14,13,1,11
27467,12,12,1,6
27469,13,13,2,2
27470,12,12,1,6
27471,12,12,1,6
27478,12,12,1,9
2748,15,13,2,5
27481,15,13,1,6
27483,12,12,1,6
27484,13,13,1,9
27485,12,12,1,10
27489,13,12,1,4
27491,12,12,1,8
2750,21,15,4,3
27500,14,14,3,5
27506,12,12,1,4
27507,13,13,2,5
27510,12,12,1,13
27511,14,14,2,8
27515,12,12,1,6
27519,21,11,1,182
2752,11,11,1,19
27520,27,13,1,9
27521,11,11,1,6
27524,11,11,1,140
27528,14,14,2,31
27531,24,12,1,6
27534,12,12,2,79
2754,14,12,3,0
27546,12,12,1,6
27549,14,13,1,6
27551,12,12,1,8
27554,14,13,2,8
27559,12,12,1,7
2756,14,12,3,21
27562,16,15,2,5
27565,15,15,1,6
27567,12,12,1,3
27569,13,13,2,7
27570,12,12,1,4
27574,15,13,2,7
27575,14,13,1,6
27579,12,11,3,30
27580,15,14,1,4
27582,13,13,1,24
27583,9,9,1,34
27586,25,13,1,7
27591,13,13,1,4
27596,12,12,1,16
276,22,11,2,0
2760,26,13,4,12
27608,12,12,1,11
27612,12,12,1,6
27613,13,12,1,15
2762,11,11,1,6
27624,30,13,1,3
27627,12,12,1,8
2763,12,12,1,3
27630,12,12,1,6
27633,12,12,1,10
27635,13,13,1,7
27636,24,12,1,4
2764,12,12,1,3
27644,9,9,1,59
27645,12,12,1,10
27647,13,13,1,10
27649,12,12,1,6
27656,12,12,1,4
27657,12,12,1,12
27658,12,11,2,125
2766,22,15,4,13
27663,15,14,1,4
2767,16,13,2,0
27670,14,14,2,28
27671,12,12,1,18
27674,25,13,1,4
27676,11,10,3,122
27681,17,13,3,8
27684,12,12,1,7
27685,17,12,3,230
27686,13,13,1,31
27689,20,15,4,4
27695,12,12,1,6
27696,13,13,1,6
277,19,11,3,9
27701,12,12,1,8
27703,13,13,2,6
27705,16,14,3,7
27707,17,14,2,15
27709,12,12,1,8
2771,11,11,2,4
27712,13,13,1,13
27716,12,12,1,10
27718,12,12,1,6
27719,14,14,2,453
27724,15,15,2,2
2773,13,11,2,3
27736,14,14,1,6
27738,12,12,1,8
27742,11,11,1,8
27745,14,13,2,9
27748,17,16,2,7
2775,26,16,2,1
27755,12,12,1,6
27756,12,12,1,8
27760,13,12,1,10
27761,12,12,1,17
27765,12,12,1,4
27769,12,12,1,7
27770,12,12,1,10
27774,13,13,2,8
27775,12,12,1,13
27780,21,17,3,529
27783,12,12,1,7
27784,12,12,1,8
27786,15,13,2,0
2779,24,12,1,5
27795,13,13,1,6
27799,12,12,1,6
27801,12,12,1,13
27802,13,13,1,9
27806,20,14,1,3
27807,10,10,2,48
2781,19,13,3,2
27819,13,13,1,9
27820,13,12,1,12
27821,12,12,1,7
2783,12,11,1,5
27834,11,11,1,9
27837,12,12,1,8
27839,13,13,2,6
27847,14,13,1,8
27849,12,12,1,8
2785,14,11,1,89
27854,13,13,1,7
2786,9,9,1,6
27864,15,13,1,7
27868,12,12,1,5
27869,13,13,1,6
2787,11,11,1,8
27870,13,13,1,3
27873,13,13,1,5
27874,12,12,1,12
27877,12,12,1,6
27879,11,11,2,197
27883,14,13,2,12
27884,12,12,1,8
27885,15,15,2,5
27888,12,12,1,7
27903,12,12,1,6
27908,13,12,1,8
27910,12,12,1,8
27917,12,12,1,5
2792,16,14,3,4
27920,30,20,3,449
27921,12,12,1,12
27922,12,12,1,8
27926,12,12,1,8
27928,13,13,1,6
27931,12,12,1,9
27932,12,12,1,7
27938,15,13,3,51
27943,18,14,2,27
27947,13,13,2,27
27952,12,12,1,8
27957,11,11,1,9
27959,15,13,2,6
27961,12,12,1,6
27967,13,12,1,6
27971,12,12,1,8
27972,15,14,2,8
27978,12,12,1,12
27981,12,12,1,5
27985,12,12,1,8
2799,12,11,2,0
27990,12,12,1,5
27994,12,12,1,5
28001,12,12,1,7
28002,13,13,2,6
28004,12,12,1,8
28005,23,20,2,5
28007,12,12,1,9
28010,12,12,1,5
28022,13,13,1,8
28025,12,12,1,6
28027,12,12,1,9
2803,13,12,2,6
28031,11,11,1,6
28032,15,15,2,2
28034,13,13,2,14
28035,10,10,2,69
2804,21,15,2,0
28041,12,12,1,6
28044,12,12,1,25
28046,12,12,1,7
2805,13,12,2,0
28055,13,13,1,5
28057,14,13,2,5
28058,15,13,3,4
28059,11,11,1,9
2806,11,11,1,3
28061,12,12,1,6
28063,31,16,3,3
28065,14,13,2,6
28067,14,13,2,9
28068,12,12,1,8
28073,21,16,5,13
2808,13,12,2,1
28081,11,11,1,6
28083,12,12,1,8
28088,12,12,1,12
28090,12,12,1,13
28096,13,13,1,15
28098,13,13,1,9
28099,14,14,2,7
28100,14,14,2,3
28103,13,13,2,9
28105,13,13,1,15
28106,13,13,2,6
28123,24,17,2,600
28126,12,12,1,6
28128,12,12,1,11
2813,12,11,2,2
28132,17,16,2,2
28133,18,16,3,37
28134,12,12,1,12
2814,61,18,10,27
28140,12,12,1,14
28143,12,12,1,12
28145,15,15,2,10
2815,14,11,2,0
28150,14,13,2,3
28151,12,12,1,11
28155,12,12,1,13
28159,12,12,1,16
28161,12,12,1,4
28162,12,12,1,7
28163,12,12,1,13
28164,12,12,1,8
28169,12,12,1,7
2817,11,11,1,6
28170,12,12,1,7
28171,13,13,1,7
28172,12,11,2,166
28178,12,10,2,101
2818,17,13,3,0
28180,12,12,1,13
28181,12,12,1,8
28183,13,13,1,6
28185,19,14,2,42
28188,12,12,1,6
28196,12,12,1,6
282,13,11,1,52
28200,14,13,2,3
28202,12,12,1,6
28205,12,12,1,5
28206,11,11,1,12
2821,11,11,1,3
28212,13,13,1,14
28214,12,12,1,12
28216,12,12,1,14
28220,12,12,1,11
28223,12,12,1,15
28226,14,13,1,11
28229,14,13,2,12
2823,12,12,2,2
28232,13,13,1,6
28238,18,14,2,64
2824,12,12,2,3
28241,34,17,4,260
28245,12,12,1,7
28252,13,13,1,14
28253,12,12,1,21
28256,12,12,1,6
28258,17,14,2,11
28259,12,12,1,7
28261,12,12,1,8
28263,12,12,1,13
28273,13,13,2,3
28276,21,12,4,0
28278,14,13,2,3
28279,12,12,1,7
28285,12,12,1,7
28288,24,12,1,7
28289,12,12,1,7
2829,14,12,2,1
28292,12,12,1,7
28294,12,12,1,5
28295,12,12,1,8
28296,15,14,2,10
28306,13,13,1,6
28309,12,12,1,7
2831,20,14,4,1
28310,12,12,1,11
28312,12,12,1,7
28315,12,12,1,13
2832,11,11,1,5
28323,12,12,1,8
28326,8,8,1,70
28329,15,12,3,12
28332,12,12,1,6
28339,25,15,2,3
28344,12,12,1,9
2835,15,13,2,0
28350,12,12,1,7
28354,12,12,1,15
28357,13,12,1,7
28358,12,12,1,6
28359,12,12,1,8
2836,15,11,2,0
28361,12,12,1,11
28363,12,12,1,7
28364,12,12,1,7
28365,12,12,1,6
28368,17,14,2,7
28370,12,12,1,8
28371,13,13,1,7
28372,12,12,1,6
28373,13,13,1,8
28375,12,12,1,7
2838,13,12,3,1
28380,13,13,1,7
28385,13,13,1,11
28389,13,13,1,7
2839,15,13,3,2
28394,12,12,1,15
28397,13,12,2,2
28401,12,12,1,9
28408,12,12,1,15
28411,46,12,3,129
28414,14,14,2,5
28419,9,9,1,41
2842,11,11,1,6
28421,12,12,1,5
28422,11,10,2,98
28425,12,12,1,13
28426,13,12,1,6
28428,12,12,1,5
28429,12,12,1,5
2843,18,12,2,1
28432,12,12,1,5
28437,12,12,1,10
28438,12,12,1,12
28441,12,12,1,5
28442,12,12,1,12
28443,26,13,1,5
28445,12,12,1,7
28447,14,14,2,6
2845,14,12,2,1
28454,13,13,1,10
28455,19,15,2,22
28456,12,12,1,11
28457,12,12,1,11
28460,11,11,1,7
28461,12,12,1,5
28465,12,12,1,7
28468,11,11,1,159
28474,19,15,1,10
28476,15,15,1,7
28481,12,12,1,10
28486,26,14,1,11
28488,13,13,2,12
28492,14,12,1,5
28495,14,13,2,6
28497,14,13,2,2
28500,12,12,1,10
28503,12,12,1,12
28510,12,12,1,10
28511,12,9,1,7
28514,14,13,3,1
28515,15,15,3,22
28518,12,12,1,11
28526,13,13,1,5
2853,11,11,1,2
28530,14,14,2,0
28533,12,12,1,13
28535,15,15,2,3
28539,16,13,1,10
28541,25,13,1,5
28542,12,12,1,5
28543,12,12,1,6
28547,12,12,1,12
28549,12,12,1,6
28552,12,12,1,5
28555,12,12,1,10
28556,12,12,1,5
28559,12,12,1,7
28561,12,12,1,10
28564,12,12,1,7
2857,24,13,8,11
28571,12,9,1,12
28572,12,12,1,7
28576,12,12,1,5
28578,17,15,1,7
2858,18,12,2,5
28582,14,13,2,9
28584,24,16,2,3
2859,29,16,5,0
28590,12,12,1,15
28593,15,14,1,6
28598,11,11,1,4
28603,12,12,1,13
28606,12,12,1,7
28608,16,15,2,6
28619,12,12,1,5
28620,20,17,2,5
28622,12,12,1,5
28627,12,12,1,10
28629,11,11,1,7
28630,12,12,1,10
28633,12,12,1,4
2864,11,11,1,4
28643,19,14,3,0
28645,15,13,2,20
28651,13,13,1,4
28658,12,12,1,5
2866,11,11,1,13
28661,12,12,1,5
28664,12,12,1,14
2867,18,13,3,9
28670,31,14,2,14
28677,13,11,2,0
28680,12,12,1,4
28682,17,15,2,6
2869,12,11,2,0
28691,12,12,1,6
28693,12,12,1,5
28696,15,14,2,5
28697,11,11,1,10
28699,12,12,1,8
2870,14,13,1,5
28702,12,12,1,4
28705,9,9,1,66
28709,12,12,1,9
2871,12,11,2,12
28710,13,13,1,5
28713,12,12,1,11
28715,12,12,1,12
28718,18,15,1,12
28720,12,12,1,21
28729,30,19,4,34
28731,15,13,1,13
28732,15,14,3,62
28738,12,12,1,6
28742,12,12,1,5
28746,13,13,2,3
28747,12,12,1,5
28749,13,13,2,6
2875,14,14,2,48
28756,17,13,1,7
28759,13,13,1,3
2876,12,11,2,1
28761,12,12,1,12
28763,12,12,1,13
2877,13,11,3,0
28772,12,12,1,5
28775,13,13,1,6
28776,14,13,2,12
28781,12,12,1,9
28787,12,12,1,9
28789,12,12,1,5
2879,13,11,2,5
28791,12,12,1,4
28794,12,12,1,9
28799,13,13,1,5
28804,29,16,2,12
28805,12,12,1,4
28808,22,16,2,23
28809,12,12,1,7
2881,11,11,1,9
28810,12,12,1,9
28814,34,16,2,7
28815,14,13,2,9
28817,12,12,1,10
28822,12,12,1,11
28823,13,13,1,6
28829,22,16,2,4
28831,12,12,1,6
28832,15,13,1,4
28835,12,12,1,13
2885,14,12,1,2
28853,12,12,1,10
28855,12,12,1,3
28857,12,12,1,17
28859,12,12,1,6
28869,14,14,1,9
28871,12,12,1,3
28876,12,12,1,5
28882,12,12,1,13
28884,12,12,1,6
28885,13,13,2,7
28888,12,12,1,6
28889,11,11,1,6
28891,16,14,2,6
28892,12,12,1,6
28899,12,12,1,11
28902,14,13,1,11
28906,12,12,1,27
28911,12,12,1,6
28915,14,13,1,5
28920,12,12,1,10
28924,11,11,1,6
28929,16,13,2,6
28931,21,15,2,13
28933,12,12,1,11
28936,19,15,2,10
28941,15,14,3,8
2895,13,11,2,1
28950,9,9,1,50
28957,12,12,1,6
28959,12,12,1,11
2896,11,11,1,32
28960,14,13,2,6
28961,12,12,1,6
28963,12,12,1,10
28966,12,12,1,9
28968,13,12,1,6
28971,12,12,1,9
28972,18,13,1,6
28979,14,14,2,5
2898,18,13,3,4
28983,12,12,1,12
28984,12,12,1,9
2899,12,12,2,1
28992,13,13,1,12
28997,15,14,1,12
29,17,13,2,1
290,21,13,2,3
29001,10,9,1,94
29006,12,12,1,6
29010,12,12,1,10
29011,15,13,2,1
29016,12,12,1,12
29018,12,12,1,5
29019,13,13,1,5
29020,12,12,1,6
29021,12,12,1,5
29030,29,15,3,10
29034,12,12,1,4
29038,12,12,1,5
29044,12,12,1,28
29046,14,13,2,13
29047,13,13,1,11
29054,12,12,1,4
29055,12,12,1,10
29058,12,12,1,4
29064,18,15,2,5
29070,14,12,2,1
29072,26,13,2,11
29089,12,12,1,12
29090,12,12,1,4
29092,24,12,1,12
29094,12,12,1,8
2910,13,13,2,2
29105,18,14,2,28
29107,12,12,1,6
29113,12,12,1,4
29121,12,12,1,8
29125,12,12,1,9
29127,27,18,2,11
2913,14,13,2,19
29130,12,12,1,4
29132,12,12,1,11
29136,12,12,1,5
29139,17,16,2,0
29143,12,12,1,8
29146,13,13,2,4
29147,12,12,1,8
29149,12,12,1,10
29156,13,13,1,5
2916,13,12,2,0
29161,12,12,1,8
29163,12,12,1,8
29173,12,12,1,10
29174,14,12,1,5
29176,12,12,1,9
29179,12,12,1,4
2918,12,11,1,2
29181,12,12,1,8
29184,14,13,1,12
29185,13,12,2,18
29199,10,9,1,143
292,23,17,2,5
29200,12,12,1,10
29203,15,13,1,8
29206,12,12,1,10
2921,16,13,3,7
29213,23,18,2,5
29214,13,13,1,7
29215,12,12,1,8
29216,11,11,1,11
29220,12,12,1,8
29221,12,12,1,10
29223,25,13,1,5
29227,26,13,1,8
2923,20,14,4,25
29231,13,13,1,12
29234,13,13,2,4
29235,12,12,1,11
29238,13,13,1,8
29246,12,12,1,10
29253,37,15,3,5
29254,12,12,1,8
29256,21,16,3,0
2926,12,11,1,3
29264,12,12,1,5
29265,12,12,1,10
29266,16,13,2,4
2927,15,11,2,0
29270,12,12,1,11
29276,13,13,1,4
29287,12,12,1,8
29290,12,12,1,8
29294,12,12,1,6
29295,12,12,1,8
29298,13,13,2,11
293,24,13,4,28
29300,12,12,1,12
29301,26,14,2,8
29302,22,15,5,76
29307,19,13,4,132
29312,14,13,3,3
29314,12,12,1,5
29317,13,13,2,8
2932,12,11,2,0
29320,12,12,1,9
29323,15,14,2,5
29327,12,12,1,7
29328,12,12,1,8
29332,13,13,1,4
29335,12,12,1,7
29341,12,12,1,8
29342,13,12,2,2
29343,12,12,1,7
29344,12,12,1,8
29345,12,12,1,7
29347,12,12,1,8
29349,13,13,2,5
2935,14,11,3,2
29353,13,13,1,7
29360,12,12,1,7
29362,12,12,1,4
29364,12,12,1,8
29367,13,13,1,19
29369,12,12,1,7
29370,14,13,2,11
29371,15,12,1,4
29372,15,15,2,13
29373,24,18,2,7
29375,12,12,1,4
29377,13,13,1,4
29378,12,12,1,4
2938,11,11,1,2
29381,8,7,1,409
29391,12,12,1,8
29404,12,12,1,4
29406,11,11,1,7
29411,13,13,1,4
29412,13,13,2,1
29416,13,13,1,7
29418,12,12,1,7
2942,11,11,1,9
29430,12,12,1,7
29433,12,12,1,6
29434,12,12,1,7
29436,16,13,2,6
29438,16,15,3,3
29439,12,12,1,9
2944,12,11,2,6
29441,12,12,1,8
29442,13,10,2,10
29444,12,12,1,5
29449,11,11,1,4
29454,18,17,2,14
29459,13,13,1,9
29460,12,12,1,7
29464,12,12,1,7
29465,17,14,3,0
29466,31,23,5,435
29470,13,13,1,7
29471,12,12,1,5
29472,12,12,1,2
29477,24,12,1,10
