Idx,kind_of_L1,kind_of_L2,num_of_logins,between_early,between_late
21357,5,5,26,19,0
21358,4,7,12,3,0
21360,4,6,8,2,0
21363,4,6,10,4,0
21365,5,6,9,5,2
21370,4,6,17,10,0
21373,4,6,11,4,0
21377,4,7,14,15,0
21379,8,7,68,38,1
21380,4,6,9,10,2
21386,4,6,20,3,0
21388,4,5,7,5,5
21389,4,5,9,22,3
21391,6,9,60,28,0
21392,4,5,30,25,0
21397,4,5,14,5,1
21400,4,6,8,9,0
21401,4,6,10,4,0
21403,4,5,8,6,5
21404,4,5,16,6,1
21406,4,5,21,4,0
21408,4,5,11,2,0
21409,4,5,12,2,0
21411,4,5,8,2,1
21418,4,4,10,2,0
21427,4,6,8,8,0
21429,4,6,17,8,0
21437,4,6,12,2,0
21444,5,6,11,5,0
21446,6,7,90,907,0
21450,4,5,21,17,1
21451,6,5,11,30,1
21452,4,6,43,3,0
21453,4,5,12,5,0
21454,6,7,111,21,0
21462,7,9,46,5,0
21463,4,6,11,5,3
21465,4,6,21,14,0
21467,4,7,11,7,0
21468,4,6,9,2,0
21472,4,5,7,4,4
21473,4,6,22,24,1
21480,7,8,51,9,1
21483,4,6,46,57,0
21484,4,6,13,4,0
21489,7,6,45,5,0
21491,5,6,23,9,0
21496,4,5,12,8,0
21498,7,7,38,18,1
21499,4,6,20,4,0
21500,4,7,16,4,0
21502,4,5,7,5,5
21507,4,6,29,8,0
21512,4,6,22,7,0
21514,4,5,18,9,0
21517,4,5,15,15,0
21520,6,9,26,2,0
21525,4,7,13,5,0
21527,4,5,7,5,5
21530,4,6,11,3,0
21540,4,6,10,8,1
21542,5,7,15,8,0
21555,4,6,11,4,0
21560,4,6,8,5,0
21561,8,6,60,798,0
21565,5,5,22,3,0
21567,8,7,23,314,0
21576,6,6,16,5,1
21577,4,5,25,2,0
21578,4,6,19,9,0
21587,6,5,13,3,1
21593,4,6,15,19,1
21594,4,6,9,2,0
21595,4,6,12,3,1
21598,4,6,19,4,0
21609,5,6,13,4,0
21614,4,5,7,9,9
21620,4,7,12,3,0
21623,4,5,7,3,3
21624,7,8,23,27,0
21627,4,6,17,6,0
21628,4,5,9,26,8
21629,4,5,11,12,0
21631,6,6,25,240,0
21634,4,6,11,2,0
21635,4,6,25,6,0
21638,4,6,35,9,0
21641,5,6,21,579,0
21644,4,7,26,18,1
21645,4,5,10,7,7
21653,4,6,10,9,0
21655,4,6,13,3,0
21657,4,6,58,4,0
21658,4,6,17,4,0
21661,4,6,26,18,8
21662,4,5,22,11,1
21663,4,6,14,6,0
21664,4,7,13,30,0
21667,4,6,18,18,0
21668,8,8,43,23,0
21671,4,5,14,4,0
21673,6,6,18,13,5
21675,4,6,22,11,0
21676,6,6,50,16,0
21678,4,6,14,2,0
21681,5,5,20,9,0
21684,4,5,9,4,3
21687,4,6,18,16,0
21688,6,7,12,3,0
21693,4,5,15,62,0
21700,4,6,10,3,0
21701,4,6,12,7,0
21705,4,6,8,4,0
21706,4,6,12,7,0
21707,5,6,27,9,0
21709,4,6,8,3,0
21711,4,5,9,4,0
21713,4,7,14,3,1
21718,4,6,32,9,0
21725,4,5,17,4,0
21726,4,3,14,4,0
21727,8,7,21,310,0
21730,4,5,13,14,1
21732,4,5,17,8,0
21737,4,6,8,8,0
21740,4,7,13,160,0
21743,7,6,16,2,0
21744,4,5,10,11,1
21748,4,5,10,64,1
21758,4,7,20,40,0
21763,4,5,8,4,1
21767,4,6,13,7,0
21773,4,6,10,3,0
21775,4,6,15,21,0
21776,4,5,7,2,2
21791,4,7,23,976,3
21792,5,5,11,4,0
21794,4,7,32,41,0
21795,4,5,26,18,6
21796,4,5,7,7,7
21799,4,6,14,7,0
21801,4,6,25,13,0
21806,4,5,14,4,0
21807,8,6,30,4,0
21808,4,6,26,6,0
21811,6,7,31,420,0
21812,6,6,19,5,2
21823,4,5,9,2,1
21831,4,5,16,9,0
21832,4,5,7,14,14
21833,6,6,90,129,0
21836,4,6,9,4,0
21841,4,6,20,5,2
21842,5,6,9,4,0
21844,4,6,9,6,0
21845,7,7,36,3,0
21847,5,6,16,7,0
21849,4,5,14,3,1
21851,4,6,15,8,0
21858,4,7,12,55,0
21860,4,6,9,14,0
21862,4,5,7,3,3
21872,5,5,7,3,3
21874,5,7,40,2,0
21875,5,5,12,4,0
21877,4,7,33,50,0
21878,6,7,16,2,0
21879,4,5,25,4,0
21881,4,5,10,3,0
21883,4,6,9,3,0
21884,4,6,19,4,0
21886,3,3,21,18,0
21894,4,6,12,4,0
21902,5,5,17,182,0
21903,6,8,114,22,0
21906,5,6,17,2,0
21907,4,5,9,2,1
21911,4,5,16,3,1
21912,6,9,24,2,0
21914,4,7,21,153,0
21917,4,5,8,3,2
21920,4,6,16,5,0
21921,7,10,233,60,1
21922,4,6,9,4,0
21926,4,6,22,43,0
21927,5,6,11,3,0
21931,3,4,24,5,0
21935,4,6,23,5,0
21945,4,5,14,168,1
21953,4,7,29,8,0
21959,4,6,18,18,0
21963,7,7,30,2,0
21975,4,6,17,5,2
21977,4,7,12,29,0
21982,4,5,14,2,0
21984,4,5,7,7,7
21985,4,5,16,2,0
21992,4,5,18,35,6
21993,5,5,34,12,0
22001,4,5,11,6,0
22006,6,4,80,12,0
22009,4,6,8,3,0
22011,6,9,274,39,0
22013,4,6,21,3,1
22014,7,7,29,164,0
22015,5,6,15,5,0
22016,5,5,15,5,2
22019,4,6,8,2,0
22021,4,5,16,14,1
22022,5,5,20,2,0
22023,4,6,8,0,0
22027,4,6,8,1,0
22033,4,6,9,8,0
22034,5,5,10,2,0
22039,4,5,7,3,3
22040,4,7,19,149,0
22057,4,5,14,3,0
22058,8,7,32,3,0
22060,5,5,9,3,3
22061,4,5,11,3,2
22069,6,6,9,3,3
22075,4,6,8,7,0
22078,4,5,12,2,0
22080,4,5,19,8,0
22085,5,8,42,5,0
22094,4,5,13,2,0
22096,5,5,18,13,0
22101,4,6,10,2,0
22106,4,6,11,2,0
22108,4,5,12,6,0
22110,4,7,10,6,0
22113,4,5,11,9,1
22115,6,5,17,6,2
22116,5,7,60,9,0
22118,4,6,24,12,0
22119,4,5,10,1,0
22121,5,4,33,729,0
22124,4,5,8,12,5
22129,6,5,9,3,3
22133,4,6,40,16,0
22136,4,5,9,7,4
22149,5,5,17,3,0
22152,4,5,7,5,5
22155,4,5,12,6,0
22157,4,5,9,3,1
22159,4,8,16,7,0
22169,4,6,18,16,0
22174,5,5,16,5,2
22179,4,5,11,5,1
22182,5,5,17,6,4
22183,4,6,19,6,0
22185,4,5,13,5,3
22190,4,5,13,2,0
22192,4,5,7,6,6
22196,6,8,50,5,0
22197,4,6,10,13,0
22198,4,6,11,5,3
22201,4,6,9,3,0
22202,6,6,18,146,0
22210,4,6,10,7,0
22211,4,5,15,8,0
22217,4,5,17,7,3
22221,4,5,10,3,1
22223,4,7,14,120,0
22228,4,5,8,1,1
22229,4,7,10,5,0
22230,4,6,14,2,0
22234,6,5,33,3,0
22236,4,8,14,328,0
22237,5,6,25,6,0
22241,6,6,38,38,0
22243,4,5,7,2,2
22246,4,6,13,7,0
22252,4,6,32,8,0
22253,4,6,9,6,0
22258,6,6,21,14,0
22259,5,6,23,7,0
22263,4,5,7,15,15
22265,4,5,10,8,0
22266,4,5,11,6,0
22269,6,5,21,6,1
22286,6,6,16,7,0
22291,5,6,11,519,1
22293,4,6,8,6,0
22294,5,6,24,7,0
22297,5,5,22,7,2
22300,5,5,17,4,2
22305,6,8,62,5,0
22307,6,6,34,121,4
22308,4,5,16,6,0
22309,4,6,18,5,1
22310,4,5,8,6,6
22313,4,5,7,2,2
22314,5,5,25,1,0
22315,7,6,17,13,1
22316,5,7,39,20,0
22328,4,5,8,8,2
22331,5,6,26,14,0
22333,4,5,33,11,0
22334,5,6,18,5,0
22335,4,5,7,1,1
22339,4,5,12,1,0
22347,4,5,9,2,0
22351,4,6,10,5,0
22352,6,7,36,5,0
22359,4,5,12,1,0
22361,5,5,7,5,5
22362,4,6,38,7,0
22364,4,6,17,29,0
22365,5,5,11,5,0
22366,7,7,26,6,0
22368,4,5,8,1,0
22371,4,5,10,5,0
22373,3,3,4,1194,1
22375,4,5,7,1,1
22377,4,6,23,5,0
22380,6,7,12,7,0
22381,4,6,16,8,3
22384,6,8,33,14,0
22385,6,9,81,836,0
22387,5,5,16,1,1
22391,4,6,12,12,0
22396,5,7,20,51,0
22400,4,5,17,8,0
22405,6,6,10,500,0
22411,4,7,14,2,0
22414,6,6,30,7,1
22415,4,5,7,11,11
22416,4,5,10,5,0
22422,5,6,24,7,0
22425,4,6,21,2,0
22430,6,6,12,5,0
22434,4,6,8,5,0
22439,4,5,15,7,1
22440,6,5,13,5,3
22442,4,7,27,13,1
22447,7,8,53,30,0
22450,4,6,11,5,5
22451,4,5,23,5,0
22452,5,6,14,12,0
22455,4,6,11,7,1
22457,4,5,14,29,0
22464,5,6,14,5,0
22469,4,7,20,4,0
22471,5,7,27,236,0
22478,4,7,21,300,0
22480,5,6,31,7,1
22483,4,5,7,5,5
22484,6,6,14,46,0
22488,4,5,11,5,3
22504,5,6,37,5,0
22505,4,5,7,5,5
22508,6,7,67,50,0
22513,4,5,9,6,4
22515,3,2,5,6,6
22520,4,6,33,8,0
22522,4,5,15,26,0
22529,4,5,15,5,0
22530,4,6,9,5,4
22532,4,6,14,7,2
22533,4,5,11,6,3
22536,4,7,18,6,0
22539,4,5,19,6,4
22542,4,5,18,26,1
22548,4,6,19,5,0
22551,4,7,33,17,0
22557,4,6,9,5,0
22562,6,7,17,5,0
22564,4,6,10,5,0
22567,4,6,17,5,0
22569,4,5,10,5,0
22573,6,7,14,6,0
22575,6,5,15,6,0
22579,4,7,14,5,0
22593,6,5,9,5,5
22594,8,10,45,15,0
22598,7,7,16,51,0
22601,5,5,9,4,4
22602,6,5,11,6,0
22603,6,8,24,4,2
22604,5,6,14,27,1
22605,6,6,40,14,1
22608,4,6,9,12,12
22610,5,7,21,5,0
22612,4,5,7,4,4
22614,4,5,9,6,0
22620,4,4,26,14,0
22621,4,6,8,10,0
22624,4,6,18,10,0
22626,4,5,13,6,2
22628,4,7,11,17,0
22629,4,6,10,4,0
22630,4,6,13,153,0
22631,4,5,10,9,1
22634,4,4,15,8,0
22635,6,7,37,52,0
22636,4,6,9,4,0
22641,5,6,20,15,0
22642,5,6,16,13,0
22644,7,8,25,25,0
22645,5,5,9,4,4
22646,4,7,22,28,0
22648,5,5,19,7,1
22649,4,5,15,12,4
22654,4,6,13,4,2
22658,4,7,14,160,0
22670,4,5,8,4,4
22672,4,6,10,4,0
22677,5,7,19,6,0
22680,4,5,17,23,0
22681,4,6,17,4,0
22692,4,5,13,57,2
22695,7,7,31,11,0
22698,4,6,20,19,0
22702,6,6,22,37,0
22707,5,6,13,4,0
22711,8,7,52,353,0
22718,4,5,7,4,4
22719,4,7,19,16,0
22720,4,6,14,4,2
22723,6,6,39,115,1
22724,6,7,22,617,0
22725,5,5,22,10,0
22727,4,5,7,11,11
22729,4,5,12,37,4
22732,4,6,24,6,0
22733,4,5,9,6,5
22734,4,5,7,2,2
22735,4,5,11,2,0
22738,4,7,18,16,0
22741,6,7,13,5,0
22744,4,5,8,2,1
22748,6,7,30,693,0
22749,4,5,9,5,3
22751,4,6,14,5,0
22752,8,6,51,960,0
22754,6,7,15,2,0
22756,4,6,10,5,0
22758,4,6,8,2,0
22764,6,6,87,15,0
22765,6,6,21,212,0
22767,4,6,11,4,0
22772,4,5,9,6,0
22777,7,9,60,250,0
22778,8,7,91,17,0
22784,4,7,14,5,0
22785,8,7,88,357,0
22787,4,6,22,6,0
22789,4,6,22,53,0
22799,4,3,14,14,1
22806,4,7,12,11,0
22812,6,8,27,5,0
22818,5,7,19,998,0
22822,4,5,8,1,1
22830,6,6,19,10,1
22831,6,6,32,3,0
22834,6,8,24,4,0
22835,5,5,7,3,3
22838,4,7,20,27,0
22841,4,6,14,20,4
22842,4,5,10,20,0
22843,6,7,16,8,0
22846,4,6,16,4,0
22848,5,5,12,4,0
22851,6,7,20,4,0
22858,4,6,9,4,0
22872,7,6,24,208,2
22874,4,7,17,11,0
22875,4,5,8,5,5
22878,4,5,8,4,3
22883,4,6,10,5,1
22884,5,6,8,3,0
22887,5,6,18,2,0
22888,4,3,25,10,0
22889,4,5,7,12,12
22891,4,6,8,3,0
22892,5,7,28,45,0
22897,7,6,38,9,0
22900,4,6,8,1,0
22902,7,6,16,1,0
22904,4,6,17,5,0
22908,4,6,8,4,0
22911,4,5,8,3,1
22912,5,5,11,5,0
22913,4,5,11,5,2
22914,4,6,8,14,0
22916,4,5,16,5,2
22919,5,6,26,9,0
22926,4,5,9,11,6
22930,5,7,19,21,0
22934,5,5,19,5,0
22937,4,5,13,5,1
22939,4,7,29,4,0
22941,4,5,8,5,5
22950,8,6,51,68,1
22951,4,6,13,133,0
22953,4,5,8,3,1
22955,6,5,11,3,2
22956,4,5,62,153,1
22957,4,6,13,10,0
22959,6,7,85,10,0
22965,6,6,13,5,0
22966,6,7,50,121,0
22967,5,5,31,4,0
22968,4,6,15,4,0
22970,5,5,25,29,0
22971,4,5,27,4,0
22972,6,5,29,4,0
22974,5,7,13,9,0
22976,4,6,17,19,0
22987,4,6,20,4,1
22991,4,6,9,5,0
22995,4,6,11,9,0
23000,6,7,42,13,0
23001,4,6,51,29,0
23003,5,5,33,40,0
23005,5,8,68,355,1
23010,4,5,7,4,4
23013,4,5,11,9,1
23018,6,6,28,7,0
23025,4,7,44,11,0
23032,4,6,15,4,0
23035,4,6,9,9,0
23036,4,6,9,4,0
23040,4,8,37,12,0
23042,4,5,13,4,0
23047,6,6,28,29,0
23049,6,6,84,17,1
23052,3,4,22,4,0
23053,4,7,41,12,0
23056,4,5,13,2,1
23062,8,10,820,258,0
23066,3,3,106,70,0
23067,4,5,15,3,0
23068,4,7,10,7,0
23069,4,6,8,2,0
23075,4,6,26,27,0
23077,5,6,28,136,0
23092,4,7,17,10,0
23093,4,5,30,4,0
23094,5,7,10,2,0
23105,6,7,15,4,0
23108,4,6,12,3,0
23111,6,8,57,55,0
23112,8,8,27,12,0
23114,4,6,10,12,12
23115,4,6,19,15,4
23130,4,6,9,4,0
23132,4,5,7,4,4
23133,4,5,16,13,0
23139,4,7,14,3,0
23140,5,6,12,4,0
23145,4,6,14,9,0
23148,4,6,11,11,0
23150,4,5,7,13,13
23151,4,5,7,4,4
23152,6,7,12,3,0
23153,6,6,32,803,0
23156,4,6,11,20,0
23157,4,5,20,4,0
23159,4,7,23,4,0
23161,4,6,19,3,0
23162,4,6,10,4,0
23165,4,6,22,3,0
23167,4,6,9,4,0
23169,5,7,25,807,0
23172,4,5,22,46,2
23189,4,6,14,9,1
23191,4,5,12,4,1
23192,4,5,11,4,0
23194,5,6,22,23,4
23196,5,6,9,4,0
23201,4,6,8,4,0
23204,4,6,11,4,0
23210,4,5,17,11,2
23214,5,8,18,2,0
23219,5,5,17,10,5
23222,4,6,11,8,0
23225,8,9,84,281,0
23228,5,7,17,18,0
23232,6,7,13,2,0
23233,5,5,16,18,8
23236,6,7,18,275,0
23237,4,7,15,2,0
23240,4,5,18,2,0
23247,4,6,16,8,0
23250,4,6,8,2,0
23252,6,7,86,3,0
23254,6,6,20,3,0
23262,6,6,14,1,0
23264,4,5,7,1,1
23266,6,7,14,2,0
23269,4,5,15,17,0
23276,4,7,11,8,0
23279,7,8,19,18,0
23281,4,6,22,10,1
23291,4,5,9,2,1
23292,4,6,13,2,0
23306,4,6,8,1,0
23313,4,6,17,41,0
23316,4,6,8,2,0
23319,4,5,7,3,3
23321,4,6,8,2,0
23323,6,8,26,19,0
23325,4,6,12,8,0
23330,4,6,13,23,0
23332,4,6,10,2,0
23333,5,6,43,3,0
23335,4,5,7,7,7
23336,4,6,8,2,0
23338,6,7,38,365,0
23343,4,3,32,69,0
23350,4,5,10,12,5
23351,4,6,8,3,0
23356,5,5,13,9,2
23359,6,6,24,3,0
23367,6,6,12,9,8
23368,4,6,8,9,0
23370,4,5,12,3,0
23371,4,6,11,7,0
23372,7,10,132,371,0
23376,4,6,14,298,0
23377,4,6,8,7,0
23378,6,7,14,3,0
23382,4,5,8,3,2
23383,4,5,8,7,7
23385,4,7,16,2,0
23393,4,5,7,11,11
23396,5,6,8,1,0
23397,6,8,22,16,0
23403,3,4,5,1,0
23404,4,5,14,2,0
23405,6,6,81,17,0
23410,4,5,8,1,1
23412,6,6,36,35,0
23413,4,5,10,23,5
23414,6,6,64,24,0
23415,6,8,72,18,0
23417,4,6,8,2,0
23418,4,5,10,1,0
23424,6,6,45,19,0
23425,6,6,11,6,0
23429,4,5,32,10,0
23435,4,7,47,11,0
23437,4,6,9,8,0
23438,4,6,10,14,0
23439,4,6,23,12,0
23440,5,6,12,6,0
23442,4,5,31,3,0
23444,5,7,25,8,0
23448,4,7,17,2,0
23449,4,5,8,2,2
23451,4,7,24,23,0
23452,6,7,18,5,0
23454,4,6,33,30,0
23456,7,7,55,236,1
23457,4,6,14,2,0
23458,4,5,13,120,0
23460,6,7,48,9,0
23463,6,5,53,553,0
23464,4,6,30,16,0
23467,4,5,7,7,7
23470,6,9,28,14,0
23471,7,8,80,6,0
23474,5,7,27,2,0
23477,7,8,58,3,0
23479,5,6,20,477,0
23480,4,6,10,2,0
23482,4,6,20,227,0
23484,5,5,20,7,0
23485,4,7,33,16,5
23488,4,5,12,9,0
23491,4,7,17,7,0
23492,5,8,25,53,0
23493,6,6,81,1053,0
23495,4,6,41,12,0
23498,5,6,35,7,0
23501,4,5,7,7,7
23503,4,6,28,26,1
23507,4,6,13,14,0
23508,4,6,49,32,0
23522,6,5,9,2,1
23528,4,7,26,1066,0
23529,4,5,8,7,7
23531,4,5,10,8,2
23542,6,6,22,6,0
23543,6,7,57,14,0
23546,6,7,20,6,0
23548,6,5,19,6,0
23550,4,6,8,10,0
23558,5,6,31,7,0
23563,4,6,11,10,0
23568,4,6,36,14,0
23580,9,8,55,19,0
23586,6,5,13,205,0
23588,4,6,10,17,0
23596,4,5,43,7,1
23603,8,8,59,39,1
23604,4,6,19,5,0
23607,4,6,13,27,1
23608,4,5,17,9,0
23609,6,6,16,6,0
23611,4,5,13,1,1
23614,4,5,8,19,1
23616,6,7,12,1,0
23620,7,8,38,848,0
23625,4,6,9,1,0
23627,4,6,11,36,0
23632,4,5,12,5,0
23636,7,7,17,5,0
23640,4,5,7,5,5
23641,4,6,13,5,0
23644,4,6,10,9,0
23646,4,6,13,20,0
23649,5,5,38,10,1
23652,7,9,24,5,0
23653,6,6,17,2,0
23654,4,7,23,15,0
23656,4,5,24,23,1
23660,5,5,24,9,0
23664,4,6,25,6,0
23665,6,7,46,15,0
23669,9,7,54,308,2
23677,2,2,24,22,0
23684,4,6,16,6,0
23691,6,7,170,1016,0
23694,4,5,11,21,5
23699,5,6,27,6,0
23701,4,5,14,9,0
23705,6,8,20,7,0
23708,9,10,77,22,0
23711,6,6,23,42,0
23715,4,6,12,6,0
23722,4,6,17,24,0
23724,4,5,13,9,8
23725,5,5,22,6,1
23729,5,5,17,5,0
23733,5,5,7,6,6
23735,5,6,18,7,0
23740,4,7,27,8,0
23742,4,6,17,6,1
23749,4,6,15,14,0
23751,4,6,28,6,0
23753,4,5,13,21,5
23754,6,6,20,15,0
23761,4,5,7,6,6
23763,4,4,50,22,0
23765,7,7,33,17,0
23767,4,6,14,6,0
23771,6,5,13,5,2
23772,6,6,14,1,0
23775,5,6,15,8,0
23777,4,6,13,12,3
23778,6,7,11,5,0
23781,6,6,9,5,5
23782,6,6,18,5,0
23783,5,5,19,5,0
23786,5,6,12,12,0
23789,4,6,26,7,0
23793,4,7,28,18,0
23794,7,5,19,610,0
23796,4,6,19,29,0
23799,4,5,10,28,5
23800,5,5,13,7,2
23804,4,6,11,5,0
23806,5,5,19,9,0
23813,6,7,40,12,0
23814,4,5,17,5,0
23815,4,7,11,0,0
23818,4,5,10,6,6
23820,4,6,98,69,0
23821,6,9,26,0,0
23830,4,6,10,7,0
23832,7,7,26,44,0
23840,4,6,9,6,0
23843,4,5,13,5,1
23848,6,5,64,17,0
23852,7,7,37,7,0
23854,6,5,23,8,2
23855,7,8,31,13,0
23857,4,5,17,9,0
23868,6,6,11,4,0
23870,7,7,31,5,0
23871,6,7,50,16,1
23874,5,6,8,4,0
23878,4,7,16,4,0
23879,4,5,15,5,0
23882,4,5,16,12,1
23884,5,7,26,5,0
23886,4,5,10,4,0
23890,3,3,11,72,0
23891,4,6,11,12,0
23895,4,5,33,5,1
23900,4,7,21,21,0
23901,4,6,40,24,0
23902,4,5,11,12,6
23906,4,5,7,8,8
23908,4,5,8,8,8
23909,6,5,12,6,1
23916,4,7,14,14,0
23922,4,6,9,11,5
23923,4,6,10,15,0
23924,5,5,39,5,0
23926,4,6,31,34,0
23930,5,6,39,5,0
23932,5,6,30,20,0
23940,6,8,198,49,0
23941,4,6,97,63,0
23943,5,5,16,5,1
23953,4,5,12,6,0
23954,6,6,17,6,0
23955,4,5,7,8,8
23962,6,7,13,7,0
23965,4,6,8,6,0
23967,4,6,9,9,0
23973,4,6,12,10,0
23980,5,6,30,5,0
23982,4,6,8,8,0
23983,4,6,12,7,0
23986,4,6,15,6,0
23987,7,8,25,14,0
23988,5,4,29,8,0
23991,4,6,12,5,0
23993,7,8,52,27,0
23997,6,5,9,11,0
24002,4,6,64,39,0
24005,6,7,28,11,0
24006,5,6,58,7,1
24013,4,6,8,8,0
24023,4,5,13,8,0
24024,4,5,13,5,0
24031,5,6,53,20,0
24034,4,5,15,11,0
24039,4,6,8,12,0
24044,4,5,23,12,0
24045,7,7,60,23,0
24056,4,5,8,6,6
24061,9,7,28,6,1
24062,5,5,44,11,1
24063,6,7,94,19,0
24066,4,6,8,7,0
24067,4,7,30,17,0
24068,5,6,10,8,3
24071,4,7,34,130,0
24072,4,6,9,14,0
24074,3,2,51,72,5
24075,4,6,10,6,1
24092,6,6,20,7,0
24094,4,6,15,7,0
24100,4,6,14,5,0
24101,4,6,10,7,0
24105,5,6,11,8,0
24112,6,5,20,257,0
24115,4,6,16,233,0
24120,4,7,18,5,0
24132,5,7,12,5,0
24135,7,8,16,6,0
24141,4,7,20,7,0
24143,4,5,11,6,0
24146,4,6,19,6,0
24150,5,5,17,7,0
24152,5,7,14,7,0
24160,4,5,8,7,3
24165,4,5,8,3,1
24167,4,5,30,33,0
24168,4,5,7,5,5
24169,4,7,17,36,0
24170,5,6,25,8,0
24171,7,8,141,438,0
24172,4,5,7,13,13
24177,4,5,17,5,0
24179,4,5,10,11,8
24182,5,6,18,5,0
24184,5,5,36,7,1
24190,4,6,18,10,0
24192,4,5,7,10,10
24194,5,6,24,7,1
24195,4,6,8,13,0
24200,4,6,8,11,11
24202,4,6,10,11,2
24203,5,5,49,6,0
24206,4,6,8,10,0
24208,4,6,8,7,0
24209,4,5,36,6,0
24212,7,7,32,7,0
24215,5,7,15,12,0
24224,4,6,9,3,0
24225,4,5,8,4,2
24229,4,6,8,5,0
24238,4,6,27,5,0
24239,4,5,8,7,3
24241,8,6,13,4,1
24251,5,6,8,6,0
24252,4,5,12,7,1
24267,5,4,11,51,1
24269,4,6,44,23,0
24271,4,5,8,36,3
24272,4,6,10,6,0
24276,6,8,50,67,0
24284,4,6,19,5,0
24298,4,5,12,7,3
24299,6,6,85,933,0
24303,4,6,13,6,0
24306,5,6,21,6,0
24311,4,6,8,5,0
24312,6,6,35,4,0
24317,4,5,14,6,0
24320,4,6,12,5,0
24325,4,5,12,10,2
24328,4,5,15,6,1
24331,4,6,14,182,0
24332,4,6,8,13,0
24336,5,5,14,5,2
24338,4,6,13,74,0
24339,4,6,24,44,0
24340,4,6,49,149,0
24343,4,6,16,31,2
24345,6,7,21,13,0
24349,4,6,12,7,3
24350,6,7,37,1101,0
24364,4,7,16,5,0
24366,4,6,9,5,0
24369,5,5,60,4,0
24375,4,5,7,13,13
24383,4,6,9,22,0
24386,4,5,65,23,0
24390,6,5,13,5,1
24391,6,7,19,9,0
24405,4,7,77,13,0
24406,6,6,70,5,0
24413,6,7,51,13,0
24416,4,6,9,4,0
24417,4,7,10,13,0
24418,4,5,45,212,0
24419,4,5,8,4,4
24420,4,6,12,12,0
24424,5,6,8,6,0
24428,8,7,62,735,0
24434,7,6,25,4,0
24435,4,5,8,11,8
24436,6,7,20,9,0
24437,7,6,21,205,2
24440,4,5,8,5,0
24445,4,6,9,4,0
24450,8,7,28,3,0
24451,7,9,24,324,0
24452,5,5,22,5,0
24453,4,6,8,10,0
24455,4,6,8,6,0
24458,7,8,37,2,0
24459,5,6,15,35,0
24460,4,6,12,4,0
24462,4,5,12,11,5
24463,5,6,9,4,0
24464,4,5,14,4,0
24472,5,5,15,4,0
24474,5,5,22,3,0
24477,4,6,10,149,0
24481,4,5,7,6,6
24486,6,7,26,5,0
24489,4,5,8,4,4
24491,4,5,25,9,0
24498,4,6,23,4,0
24501,4,7,15,10,0
24502,5,6,56,12,1
24507,4,6,8,5,0
24508,4,5,7,3,3
24509,4,6,23,5,0
24514,4,6,9,6,0
24517,6,6,22,9,0
24518,4,5,53,68,0
24524,4,6,8,4,0
24536,4,5,7,6,6
24537,4,5,9,2,0
24544,5,6,39,4,0
24547,5,7,19,4,0
24548,5,6,15,26,0
24549,4,5,10,9,2
24555,4,6,15,11,0
24556,4,6,18,273,1
24557,4,5,17,5,0
24563,5,6,10,9,0
24564,4,6,9,4,0
24567,2,3,7,7,2
24574,4,6,20,72,0
24576,4,7,22,4,0
24578,4,6,10,6,0
24584,2,2,16,4,0
24585,4,7,14,10,0
24587,5,5,17,3,0
24590,4,6,8,6,0
24591,4,5,7,5,4
24594,6,7,15,5,0
24595,4,5,83,39,0
24597,4,6,12,27,0
24599,4,7,14,8,0
24605,5,5,11,837,8
24611,4,6,8,3,0
24613,4,6,15,3,0
24618,4,5,16,22,3
24621,4,5,24,15,0
24632,5,7,21,5,0
24637,6,5,21,8,0
24641,4,6,9,3,0
24647,5,6,13,5,0
24654,4,7,10,8,0
24655,4,5,7,3,3
24661,4,5,39,15,0
24665,4,6,10,4,0
24673,6,6,13,609,0
24675,4,6,10,3,0
24684,4,6,16,38,1
24688,5,6,27,32,2
24689,4,6,22,10,0
24693,7,7,30,3,0
24694,4,5,27,12,1
24703,4,6,10,4,0
24708,6,6,57,304,0
24718,4,5,16,8,1
24722,4,5,14,8,2
24723,6,5,13,3,1
24726,5,5,13,59,1
24728,4,7,69,13,0
24729,7,6,30,514,0
24734,5,5,9,5,1
24735,4,6,11,5,0
24738,4,6,16,2,0
24742,5,7,23,134,0
24744,4,5,7,3,3
24745,4,5,8,5,5
24746,4,5,12,4,0
24748,5,6,21,5,0
24749,4,7,25,4,0
24750,5,6,25,806,0
24755,4,5,12,3,0
24762,4,5,8,5,4
24765,4,6,12,20,0
24769,4,6,13,4,0
24771,6,6,15,4,0
24772,4,6,11,5,0
24773,4,5,49,34,0
24781,4,5,19,11,0
24783,4,6,30,4,0
24784,4,6,13,8,0
24787,5,6,20,9,0
24793,6,6,11,5,2
24798,4,6,12,56,0
24799,4,5,8,11,8
24810,4,6,25,7,0
24819,4,6,10,8,0
24820,6,5,11,5,0
24821,4,5,8,4,4
24823,5,4,17,257,0
24827,4,5,7,9,9
24837,6,5,9,5,5
24839,4,6,15,13,2
24840,4,7,16,10,0
24845,4,5,14,5,1
24857,4,5,28,5,0
24858,4,6,8,4,0
24860,4,6,9,5,0
24861,4,5,52,24,0
24866,4,5,22,29,0
24867,4,6,10,12,2
24870,4,6,11,17,0
24871,4,5,7,9,9
24876,8,7,71,349,0
24877,7,6,77,632,0
24879,4,6,13,5,0
24886,6,7,28,10,1
24889,4,6,9,7,0
24891,4,5,47,49,1
24893,4,6,9,7,0
